X,Y,X,Y,OBJECTID,Status,Score,Match_type,Match_addr,state,fdid,inc_date,inc_no,exp_no,dept_sta,version,inc_type,add_wild,aid,alarm,arrival,inc_cont,lu_clear,shift,alarms,district,act_tak1,act_tak2,act_tak3,app_mod,sup_app,ems_app,oth_app,sup_per,ems_per,oth_per,resou_aid,prop_loss,cont_loss,prop_val,cont_val,ff_death,oth_death,ff_inj,oth_inj,det_alert,haz_rel,mixed_use,prop_use,num_unit,not_res,bldg_invol,acres_burn,less_1acre,on_site_m1,on_site_m2,on_site_m3,mat_stor1,mat_stor2,mat_stor3,area_orig,heat_sourc,first_ign,conf_orig,type_mat,cause_ign,fact_ign_1,fact_ign_2,hum_fac_1,hum_fac_2,hum_fac_3,hum_fac_4,hum_fac_5,hum_fac_6,hum_fac_7,hum_fac_8,age,sex,equip_inv,mob_invol,sup_fac_1,sup_fac_2,sup_fac_3,mob_type,mob_make,mob_model,mob_year,mob_lic_pl,mob_state,mob_vin_no,eq_brand,eq_model,eq_ser_no,eq_year,eq_power,eq_port,struc_type,struc_stat,bldg_above,bldg_below,bldg_lgth,bldg_width,tot_sq_ft,fire_orig,fire_sprd,st_dam_min,st_dam_sig,st_dam_hvy,st_dam_xtr,flame_sprd,item_sprd,mat_sprd,detector,det_type,det_power,det_operat,det_effect,det_fail,aes_pres,aes_type,aes_oper,no_spr_op,aes_fail,census,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city_1,state_id,zip,x_street,responseti,Street_ADR,Flag,AddNumFrom,AddNumTo,GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
-77.13290027,38.90107734,-77.13290027,38.90107734,428,M,84.86,A,"4945 26th St N, Arlington, Virginia, 22207",VA,1300,1/31/2006,310034,0,ST0,5,123,0,1,,,,,c,1,7808,73,74,76,0,11,2,0,29,2,0,0,5000,0,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,0,0,0,,0,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,4945,N,26,ST,,,Arlington,VA,22207,,305,4945 N 26 ST,1,,,51013100200,Census Tract 1002,3183137,0,38.9038402,-77.1420922
-77.07413505,38.89729786,-77.07413505,38.89729786,429,M,92.43,A,"1546 Colonial Ter, Arlington, Virginia, 22209",VA,1300,12/20/2013,3540006,0,110,5,111,0,1,,,,,B,1,7004,10,30,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,U,3,0,,,1,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1546,N,COLONIAL TE,,,,Arlington,VA,22209,,589,1546 N COLONIAL TE,1,,,51013101603,Census Tract 1016.03,458290,0,38.8961704,-77.0748841
-77.07078537,38.89572154,-77.07078537,38.89572154,430,M,100,A,"1735 N Lynn St, Arlington, Virginia, 22209",VA,1300,5/26/2009,1460013,0,110,5,111,0,N,,,,,A,1,7002,10,51,63,0,10,2,0,29,3,0,0,1000,1000,0,0,0,0,0,0,,,,599,0,,0,,,NNN,,,N,,,55,10,81,,41,3,20,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,10000,2,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1735,N,LYNN,ST,,,Arlington,VA,22209,,62,1735 N LYNN ST,1,,,51013101603,Census Tract 1016.03,458290,0,38.8961704,-77.0748841
-77.07632554,38.89172542,-77.07632554,38.89172542,431,M,100,A,"1531 N Pierce St, Arlington, Virginia, 22209",VA,1300,7/26/2013,2070008,0,110,5,111,0,N,,,,,A,1,7002,10,12,22,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,UU,UU,,UU,5,UU,,3,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,15,0,,,25,15,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1531,N,PIERCE,ST,,1510,Arlington,VA,22209,,220,1531 N PIERCE ST,1,,,51013101702,Census Tract 1017.02,382465,0,38.8927845,-77.0740123
-77.08264581,38.8889346,-77.08264581,38.8889346,432,M,90.1,A,"1301 N Troy St, Arlington, Virginia, 22201",VA,1300,11/9/2007,3130020,0,110,5,111,0,2,,,,,B,1,7003,11,12,76,0,13,2,0,40,2,0,0,5000,5000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,60,11,96,,67,2,13,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,1,10,3,,,40,-3,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1301,N,TROY,ST,,,Arlington,VA,22209,,442,1301 N TROY ST,1,,,51013101701,Census Tract 1017.01,243867,0,38.8898414,-77.0813706
-77.07560075,38.8913371,-77.07560075,38.8913371,433,M,92.43,A,"1523 N Fairfax Dr, Arlington, Virginia, 22209",VA,1300,1/6/2009,60009,0,110,5,111,0,1,,,,,B,2,7002,10,21,76,0,20,4,0,60,7,0,0,250000,100000,0,0,0,0,0,11,,,,429,12,,1,,,NNN,,,N,,,41,UU,UU,,UU,5,UU,,1,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,1,,,5000,-1,4,0,2,2,0,,UU,99,N,,,,,,N,0,0,0,,,1,1523,,FAIRFAX,DR,,,Arlington,VA,22209,,227,1523 FAIRFAX DR,1,,,51013101702,Census Tract 1017.02,382465,0,38.8927845,-77.0740123
-77.08288087,38.89375805,-77.08288087,38.89375805,434,M,90.1,A,"1722 N Troy St, Arlington, Virginia, 22201",VA,1300,3/14/2005,730010,0,110,5,111,0,N,,,,,c,1,7003,10,12,51,0,9,2,0,24,2,0,0,0,5000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,10,26,,60,2,52,,1,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,100,2,2,0,0,0,0,,,,1,1,4,2,1,,N,0,0,0,,,1,1722,N,TROY,ST,,783,Arlington,VA,22209,,393,1722 N TROY ST,1,,,51013101602,Census Tract 1016.02,207197,0,38.8940361,-77.0838071
-77.07241469,38.88932522,-77.07241469,38.88932522,435,M,100,A,"1200 N Nash St, Arlington, Virginia, 22209",VA,1300,5/26/2011,1460082,0,,5,111,0,N,,,,,B,2,7001,10,11,12,0,15,5,0,42,11,0,0,200000,50000,0,0,0,0,0,0,,,,429,1,,1,,,NNN,,,N,,,14,UU,99,,99,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,0,,,10000,3,3,0,0,1,0,,UU,99,1,3,U,U,,,N,0,0,0,,,1,1200,N,NASH,ST,,#1112,Arlington,VA,22209,,375,1200 N NASH ST,1,,,51013101703,Census Tract 1017.03,250311,0,38.8893226,-77.0748855
-77.08164562,38.8991853,-77.08164562,38.8991853,436,M,100,A,"2123 N Scott St, Arlington, Virginia, 22209",VA,1300,8/1/2011,2130086,0,,5,100,0,N,,,,,B,1,7005,10,73,74,0,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,24,13,25,,UU,5,34,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,600,1,2,0,0,0,0,,25,99,N,,,,,,N,0,0,0,,,1,2123,N,SCOTT,ST,,,Arlington,VA,22209,,215,2123 N SCOTT ST,1,,,51013101601,Census Tract 1016.01,693885,0,38.8994793,-77.0805423
-77.07669542,38.89001544,-77.07669542,38.89001544,438,M,100,A,"1320 N Pierce St, Arlington, Virginia, 22209",VA,1300,4/29/2010,1190001,0,110,5,111,0,N,,,,,C,1,7001,11,51,84,0,8,1,0,27,1,0,0,2000,3000,0,0,0,0,0,0,,,,419,6,,0,,,NNN,,,N,,,24,0,33,,70,2,12,,7,0,,,,,,,30,1,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,20,2,2,0,0,0,0,,33,71,N,,,,,,N,0,0,0,,,1,1320,N,PIERCE,ST,,202,Arlington,VA,22209,,296,1320 N PIERCE ST,1,,,51013101703,Census Tract 1017.03,250311,0,38.8893226,-77.0748855
-77.07196185,38.89338701,-77.07196185,38.89338701,439,M,100,A,"1616 Fort Myer Dr, Arlington, Virginia, 22209",VA,1300,7/31/2006,2120010,0,110,5,111,0,N,,,,,b,1,7002,63,86,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,599,0,,0,,,NNN,,,N,,,42,13,UU,,UU,5,NN,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,19,0,,,15,19,1,0,0,0,0,,,,1,1,2,2,1,,N,0,0,0,,,1,1616,,FORT MYER,DR,,,Arlington,VA,22209,,297,1616 FORT MYER DR,1,,,51013101702,Census Tract 1017.02,382465,0,38.8927845,-77.0740123
-77.07162653,38.89494375,-77.07162653,38.89494375,440,M,100,A,"1200 Wilson Blvd, Arlington, Virginia, 22209",VA,1300,4/13/2007,1030013,0,110,5,111,0,N,,,,,A,1,7002,10,11,12,0,9,2,0,26,3,0,0,4080,0,0,0,0,0,0,0,,,,599,0,,0,,,NNN,,,N,,,86,UU,70,,66,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,17,3,,,7500,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1200,,WILSON,BL,,1FL,Arlington,VA,22209,,398,1200 WILSON BL,1,,,51013101702,Census Tract 1017.02,382465,0,38.8927845,-77.0740123
-77.0708257,38.89668254,-77.0708257,38.89668254,441,M,100,A,"1801 N Lynn St, Arlington, Virginia, 22209",VA,1300,7/6/2009,1870009,0,110,5,111,0,N,,,,,C,1,7002,10,11,12,0,11,1,0,31,2,0,0,70000,70000,0,0,0,0,0,0,1,,,599,0,,0,,,NNN,,,N,,,63,10,81,,41,3,30,34,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,17,2,,,120,-1,2,0,0,0,0,,,,1,4,2,2,1,,N,0,0,0,,,1,1801,N,LYNN,ST,,,Arlington,VA,22209,,207,1801 N LYNN ST,1,,,51013101603,Census Tract 1016.03,458290,0,38.8961704,-77.0748841
-77.07476881,38.88904867,-77.07476881,38.88904867,442,M,92.43,A,"1215 Fort Myer Dr, Arlington, Virginia, 22209",VA,1300,1/12/2007,120011,0,110,5,111,0,2,,,,,A,1,7001,11,21,51,0,9,3,0,24,7,0,0,1600,200,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,97,UU,99,,99,5,10,11,N,0,,,,,,,0,1,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,7,0,,,7500,7,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1215,N,FORT MYER,DR,,701,Arlington,VA,22209,,274,1215 N FORT MYER DR,1,,,51013101703,Census Tract 1017.03,250311,0,38.8893226,-77.0748855
-77.07654217,38.8962078,-77.07654217,38.8962078,443,M,100,A,"1537 Key Blvd, Arlington, Virginia, 22209",VA,1300,4/25/2011,1150012,0,,5,111,0,N,,,,,C,1,7002,11,12,51,0,9,2,0,33,3,0,0,5000,4000,0,0,0,0,0,0,,,,429,9,,0,,,NNN,,,N,,,14,66,34,,71,2,11,,1,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,0,,,200,3,2,0,0,0,0,,23,35,N,,,,,,N,0,0,0,,,1,1537,,KEY BL,,,,Arlington,VA,22209,,322,1537 KEY BL,1,,,51013101603,Census Tract 1016.03,458290,0,38.8961704,-77.0748841
-77.0735301,38.89913805,-77.0735301,38.89913805,444,M,100,A,"1401 Lee Hwy, Arlington, Virginia, 22209",VA,1300,10/10/2006,2830033,0,110,5,111,0,2,,,,,c,1,7004,11,12,51,0,14,3,0,42,5,0,0,500,0,0,0,0,0,0,0,,,,449,100,,1,,,NNN,,,N,,,55,11,76,,31,2,13,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,4,13,0,,,0,13,4,0,0,0,0,,66,31,N,,,,,,N,0,0,0,,,1,1401,,Lee,HWY,,,Arlington,VA,22209,,197,1401 Lee HWY,1,,,51013101601,Census Tract 1016.01,693885,0,38.8994793,-77.0805423
-77.07717592,38.89432382,-77.07717592,38.89432382,445,M,100,A,"1600 Wilson Blvd, Arlington, Virginia, 22209",VA,1300,6/23/2012,1750064,0,110,5,111,0,N,,,,,C,1,7002,0,11,73,0,11,2,0,28,3,0,0,5000,5000,0,0,0,0,0,0,,,,599,0,,0,,,NNN,,,N,,,63,13,81,,UU,5,33,34,N,0,,,,,,,0,0,210,N,NNN,0,0,,,,,,,,,,,,11,2,1,2,15,3,,,120,1,2,0,1,0,0,,81,UU,N,,,,,,N,0,0,0,,,1,1600,,WILSON BL,,,,Arlington,VA,22209,,186,1600 WILSON BL,1,,,51013101603,Census Tract 1016.03,458290,0,38.8961704,-77.0748841
-77.07727617,38.89332825,-77.07727617,38.89332825,446,M,100,A,"1601 Clarendon Blvd, Arlington, Virginia, 22209",VA,1300,5/18/2011,1380080,0,,5,111,0,N,,,,,A,1,7002,11,12,21,0,11,3,0,34,5,0,0,2000,4000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,UU,UU,,UU,2,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,13,0,,,20,13,2,0,0,0,0,,,,1,5,4,U,,,1,1,1,1,,,1,1601,,CLARENDON BL,,,1305,Arlington,VA,22209,,209,1601 CLARENDON BL,1,,,51013101702,Census Tract 1017.02,382465,0,38.8927845,-77.0740123
-77.07346558,38.89032655,-77.07346558,38.89032655,448,M,100,A,"1401 N Oak St, Arlington, Virginia, 22209",VA,1300,6/29/2012,1810074,0,110,5,111,0,2,,,,,B,3,7001,10,33,34,0,14,4,0,41,7,0,0,500000,200000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,51,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,9,0,,,10,9,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1401,N,OAK,ST,,904,Arlington,VA,22209,,263,1401 N OAK ST,1,,,51013101703,Census Tract 1017.03,250311,0,38.8893226,-77.0748855
-77.16241136,38.88640303,-77.16241136,38.88640303,450,M,100,A,"2121 N Westmoreland St, Arlington, Virginia, 22213",VA,1300,3/28/2009,870046,0,106,5,111,0,1,,,,,C,1,7604,11,73,75,0,7,1,0,22,1,0,0,0,5000,0,0,0,0,0,0,,,,981,0,,0,,,NNN,,,N,,,63,13,81,,41,3,30,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,3,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2121,N,WESTMORELAND,ST,,,Arlington,VA,22213,,322,2121 N WESTMORELAND ST,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.07657558,38.88912588,-77.07657558,38.88912588,451,M,100,A,"1300 N Pierce St, Arlington, Virginia, 22209",VA,1300,2/19/2010,500094,0,110,5,111,0,1,,,,,C,1,7001,11,12,20,0,10,2,0,32,3,0,0,0,0,0,0,0,0,0,0,,,,429,1,,1,,,NNN,,,N,,,24,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,U,2,0,,,100,2,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1300,N,PIERCE,ST,,,Arlington,VA,22209,,367,1300 N PIERCE ST,1,,,51013101703,Census Tract 1017.03,250311,0,38.8893226,-77.0748855
-77.16265795,38.88707481,-77.16265795,38.88707481,452,M,100,A,"6847 Lee Hwy, Arlington, Virginia, 22213",VA,1300,6/25/2006,1760036,0,106,5,111,0,N,,,,,B,1,7606,12,45,86,0,4,0,0,12,0,0,0,10000,0,0,0,0,0,0,0,,,,579,0,,1,,,NNN,,,N,,,43,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,2500,1,2,0,0,0,0,,UU,UU,N,,,,,,1,2,1,1,,,1,6847,,LEE,HW,,,Arlington,VA,22213,,261,6847 LEE HW,1,,,51013101100,Census Tract 1011,2144844,0,38.8853921,-77.1524959
-77.15844636,38.89892718,-77.15844636,38.89892718,453,M,100,A,"6537 29th St N, Arlington, Virginia, 22213",VA,1300,7/7/2009,1880057,0,106,5,111,0,1,,,,,C,1,7606,11,0,0,0,10,1,0,23,1,0,0,20000,20000,0,0,0,0,0,0,U,,,419,1,,0,,,NNN,,,N,,,24,0,25,,27,2,UU,,3,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,1,,,48,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,6537,,29TH,ST,N,,Arlington,VA,22213,,199,6537 29TH ST N,1,,,51013100100,Census Tract 1001,2175942,0,38.8957574,-77.1580593
-77.06988198,38.89500712,-77.06988198,38.89500712,455,M,100,A,"1101 Wilson Blvd, Arlington, Virginia, 22209",VA,1300,11/7/2012,3120007,0,110,5,111,0,N,,,,,A,2,7002,11,12,51,0,11,1,0,35,2,0,0,20000,10000,0,0,0,0,0,0,,,,599,0,,0,,,NNN,,,N,,,93,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,4,20,0,,,100,9,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,0,N,1101 WILSON BL,ST,,,Arlington,VA,22209,,243,N 1101 WILSON BL ST,1,,,51013101603,Census Tract 1016.03,458290,0,38.8961704,-77.0748841
-77.06398575,38.86583365,-77.06398575,38.86583365,458,M,90.1,A,"1111 Army Navy Dr, Arlington, Virginia, 22202",VA,1300,9/16/2005,2590023,0,105,5,111,0,2,,,,,a,2,7510,10,45,51,0,11,3,0,35,5,0,0,100000,50000,0,0,0,0,0,0,,,,141,0,,0,,,NNN,,,N,,,25,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,15,1,,,900,-1,3,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1111,,ARMY NAVY,DR,,,Arlington,VA,99999,,183,1111 ARMY NAVY DR,1,,,51013103501,Census Tract 1035.01,361036,0,38.862735,-77.0656784
-77.07697888,38.89202271,-77.07697888,38.89202271,462,M,92.43,A,"1610 16th St N, Arlington, Virginia, 22209",VA,1300,7/18/2011,1990033,0,,5,111,0,N,,,,,A,2,7002,11,21,51,0,15,3,0,44,5,0,0,1000,1000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,U,2,1,,,600,2,3,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1610,N,16TH,ST,N,8,Arlington,VA,22209,,307,1610 N 16TH ST N,1,,,51013101702,Census Tract 1017.02,382465,0,38.8927845,-77.0740123
-77.05461693,38.86722939,-77.05461693,38.86722939,466,M,100,PP,,VA,1300,6/26/2009,1770055,0,105,5,112,0,2,,,,,C,1,7560,10,51,53,0,9,2,0,23,3,0,0,10000,10000,0,0,0,0,0,0,,,,174,0,,0,,,NNN,,,N,,,81,11,96,,67,2,11,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,7,2,0,0,,,0,0,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2,S,ROTARY,RD,,,Arlington,VA,20301,,336,2 S ROTARY RD,0,,,51013980100,Census Tract 9801,4898021,0,38.8773635,-77.0634499
-77.05461693,38.86719651,-77.05461693,38.86719651,467,M,100,PP,,VA,1300,5/25/2007,1450069,0,105,5,112,0,N,,,,,C,1,7507,10,53,58,0,10,3,0,32,4,0,0,100,100,0,0,0,0,0,0,,,,922,0,,0,,,NNN,,,N,,,91,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,7,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,6,0,,,,,,Arlington,VA,20301,2 S ROTARY RD,149,2 S ROTARY RD,0,,,51013980100,Census Tract 9801,4898021,0,38.8773635,-77.0634499
-77.053012,38.86693344,-77.053012,38.86693344,468,M,100,PP,,VA,1300,1/19/2006,190011,0,105,5,111,0,1,,,,,B,1,7560,10,11,12,0,27,5,0,60,8,0,0,1600000,0,0,0,0,0,0,0,,,,631,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,5,0,,,50,5,4,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,6,0,,,,,,Arlington,VA,20301,1 S ROTARY RD,249,1 S ROTARY RD,0,,,51013980100,Census Tract 9801,4898021,0,38.8773635,-77.0634499
-77.16683996,38.87780054,-77.16683996,38.87780054,469,T,82.53,A,"111 S Cherry St, Falls Church, Virginia, 22046",VA,1300,5/30/2005,1500025,0,UNK,5,123,0,N,,,,,B,1,4604,10,12,21,0,2,0,0,5,0,0,0,500,0,0,0,0,0,0,0,,,,965,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,6,1,0,,,100,1,2,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,111,,CHERRY,ST,,,Falls Church,VA,22042,,668,111 CHERRY ST,0,199,105,51610500300,Census Tract 5003,1708316,0,38.8789302,-77.161962
-77.17724675,38.88626253,-77.17724675,38.88626253,470,M,100,A,"444 W Broad St, Falls Church, Virginia, 22046",VA,1300,10/13/2007,2860011,0,106,5,111,0,2,,,,,A,1,4602,11,12,20,0,7,1,0,24,2,0,0,1000000,0,0,0,0,0,0,0,,,,429,50,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,3,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,444,W,BROAD,ST,,,Falls Church,VA,22046,,340,444 W BROAD ST,0,410,448,51610500100,Census Tract 5001,1524546,0,38.8897746,-77.1759258
-77.05296977,38.86693344,-77.05296977,38.86693344,471,M,100,PP,,VA,1300,2/8/2008,390018,0,105,5,111,0,N,,,,,C,1,7560,86,0,0,0,9,2,0,26,3,0,0,5000,5000,0,0,0,0,0,0,U,,,631,0,,0,,,NNN,,,N,,,62,UU,UU,,UU,5,36,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,4,5,0,,,200,1,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1,S,Rotary,RD,,,Washington,DC,20310,,299,1 S Rotary RD,0,,,51013980100,Census Tract 9801,4898021,0,38.8773635,-77.0634499
-77.15413025,38.87263392,-77.15413025,38.87263392,472,M,90.1,A,"6763 Wilson Blvd, Falls Church, Virginia, 22044",VA,1300,8/22/2012,2350077,0,106,5,111,0,2,,,,,B,1,4604,11,12,0,0,9,1,0,18,1,0,0,50000,25000,0,0,0,0,0,0,,,,161,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,900,1,4,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,6763,,WILSON BL,,,,Falls Church,VA,22046,,437,6763 WILSON BL,0,6799,6265,51610500300,Census Tract 5003,1708316,0,38.8789302,-77.161962
-77.17615912,38.88301744,-77.17615912,38.88301744,473,M,100,A,"316 James St, Falls Church, Virginia, 22046",VA,1300,12/17/2008,3520077,0,106,5,111,0,2,,,,,A,1,4602,11,12,73,0,10,1,0,19,2,0,0,400,400,0,0,0,0,0,0,1,,,429,1,,0,,,NNN,,,N,,,23,13,91,,67,3,35,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,100,2,2,0,0,0,0,,,,1,1,4,2,3,,N,0,0,0,,,1,316,,JAMES,ST,,,Falls Church,VA,22046,,426,316 JAMES ST,0,300,338,51610500200,Census Tract 5002,1943951,6,38.8845751,-77.184449
-77.17670672,38.88047874,-77.17670672,38.88047874,474,M,100,A,"481 S Maple Ave, Falls Church, Virginia, 22046",VA,1300,12/1/2007,3350008,0,106,5,111,0,2,,,,,C,1,4602,11,12,21,0,12,2,0,21,3,0,0,8000,500,0,0,0,0,0,0,,,,571,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,2,U,1,0,,,150,1,5,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,481,S,Maple,AVE,,,Falls Church,VA,22046,,468,481 S Maple AVE,0,499,317,51610500200,Census Tract 5002,1943951,6,38.8845751,-77.184449
-77.18547094,38.87894133,-77.18547094,38.87894133,475,M,100,A,"1132 S Washington St, Falls Church, Virginia, 22046",VA,1300,5/5/2009,1250041,0,106,5,111,0,2,,,,,C,1,4601,11,12,21,0,16,2,0,28,4,0,0,15000,5000,0,0,0,0,0,0,,,,429,1,,1,,,NNN,,,N,,,24,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,525,2,2,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,1132,S,WASHINGTON,ST,,201,Falls Church,VA,22046,,298,1132 S WASHINGTON ST,0,1198,1130,51610500200,Census Tract 5002,1943951,6,38.8845751,-77.184449
-77.17771153,38.88013169,-77.17771153,38.88013169,476,M,100,A,"410 S Maple Ave, Falls Church, Virginia, 22046",VA,1300,9/19/2012,2630069,0,106,5,111,0,2,,,,,C,1,4602,11,12,21,0,8,2,0,27,3,0,0,50000,50000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,42,76,,41,2,12,53,N,0,,,,,,,0,0,646,N,NNN,0,0,,,,,,,,,,,,11,2,1,2,6,0,,,800,3,2,0,0,0,0,,25,41,N,,,,,,N,0,0,0,,,1,410,S,MAPLE AV,,,315,Falls Church,VA,22046,,290,410 S MAPLE AV,0,418,404,51610500200,Census Tract 5002,1943951,6,38.8845751,-77.184449
-77.1889194,38.89377704,-77.1889194,38.89377704,477,M,90.92,A,"1202 W Broad St, Falls Church, Virginia, 22046",VA,1300,4/8/2006,980055,0,UNK,5,111,0,2,,,,,C,1,0,76,92,0,0,5,0,0,12,0,0,0,400000,100000,2000000,500000,0,0,0,0,,,,161,0,,0,,,NNN,,,N,,,0,0,0,,0,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,2500,1,4,0,0,0,0,,10,71,N,,,,,,N,0,0,0,,,6,0,,,,,,Falls Church,VA,22046,1202 W BROAD,273,1202 W BROAD,0,1200,1228,51610500100,Census Tract 5001,1524546,0,38.8897746,-77.1759258
