X,Y,X,Y,OBJECTID,Status,Score,Match_type,Match_addr,state,fdid,inc_date,inc_no,exp_no,dept_sta,version,inc_type,add_wild,aid,alarm,arrival,inc_cont,lu_clear,shift,alarms,district,act_tak1,act_tak2,act_tak3,app_mod,sup_app,ems_app,oth_app,sup_per,ems_per,oth_per,resou_aid,prop_loss,cont_loss,prop_val,cont_val,ff_death,oth_death,ff_inj,oth_inj,det_alert,haz_rel,mixed_use,prop_use,num_unit,not_res,bldg_invol,acres_burn,less_1acre,on_site_m1,on_site_m2,on_site_m3,mat_stor1,mat_stor2,mat_stor3,area_orig,heat_sourc,first_ign,conf_orig,type_mat,cause_ign,fact_ign_1,fact_ign_2,hum_fac_1,hum_fac_2,hum_fac_3,hum_fac_4,hum_fac_5,hum_fac_6,hum_fac_7,hum_fac_8,age,sex,equip_inv,mob_invol,sup_fac_1,sup_fac_2,sup_fac_3,mob_type,mob_make,mob_model,mob_year,mob_lic_pl,mob_state,mob_vin_no,eq_brand,eq_model,eq_ser_no,eq_year,eq_power,eq_port,struc_type,struc_stat,bldg_above,bldg_below,bldg_lgth,bldg_width,tot_sq_ft,fire_orig,fire_sprd,st_dam_min,st_dam_sig,st_dam_hvy,st_dam_xtr,flame_sprd,item_sprd,mat_sprd,detector,det_type,det_power,det_operat,det_effect,det_fail,aes_pres,aes_type,aes_oper,no_spr_op,aes_fail,census,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city_1,state_id,zip,x_street,responseti,Street_ADR,Flag,AddNumFrom,AddNumTo,GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
-77.05310015,38.85335329,-77.05310015,38.85335329,112,M,100,A,"422 23rd St S, Arlington, Virginia, 22202",VA,1300,5/30/2010,1500028,0,105,5,111,0,1,,,,,A,1,7505,81,86,92,0,3,3,0,8,5,0,0,2000,0,0,0,0,0,0,0,,,,162,0,,0,,,NNN,,,N,,,24,10,76,,27,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,2,0,0,,,0,0,4,0,0,0,0,,UU,27,N,,,,,,N,0,0,0,,,1,422,,23RD,ST,S,,Arlington,VA,22202,,201,422 23RD ST S,1,,,51013103602,Census Tract 1036.02,168807,0,38.8540794,-77.0537043
-77.05410148,38.85339823,-77.05410148,38.85339823,113,M,100,A,"523 23rd St S, Arlington, Virginia, 22202",VA,1300,12/6/2009,3400075,0,105,5,111,0,1,,,,,B,1,7505,11,12,86,0,11,0,0,22,0,0,0,5000,500,0,0,0,0,0,0,,,,161,0,,0,,,NNN,,,N,,,76,13,66,,41,5,33,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,20,1,1,0,0,0,0,,,,1,1,U,U,,,N,0,0,0,,,1,523,,23RD,ST,S,,Arlington,VA,22202,,252,523 23RD ST S,1,,,51013103602,Census Tract 1036.02,168807,0,38.8540794,-77.0537043
-77.05687963,38.85561291,-77.05687963,38.85561291,114,M,100,A,"628 20th St S, Arlington, Virginia, 22202",VA,1300,6/12/2010,1630017,0,105,5,111,0,2,,,,,C,1,7507,11,12,73,0,10,1,0,30,1,0,0,10000,500,0,0,0,0,0,0,,,,419,1,,1,,,NNN,,,N,,,76,0,12,,63,5,12,,1,6,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,1500,1,2,0,0,0,0,,11,63,1,1,1,3,,5,N,0,0,0,,,1,628,,20TH,ST,S,,Arlington,VA,22202,,223,628 20TH ST S,1,,,51013103601,Census Tract 1036.01,745745,0,38.8536813,-77.0594233
-77.05900559,38.84453372,-77.05900559,38.84453372,115,M,100,A,"3112 S Hayes St, Arlington, Virginia, 22202",VA,1300,12/5/2009,3390047,0,105,5,111,0,2,,,,,C,1,7509,10,11,21,0,7,2,0,16,3,0,0,1500,1500,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,2,0,0,,,0,0,2,0,0,0,0,,UU,UU,N,,,,,,N,0,0,0,,,1,3112,S,HAYES,ST,,,Arlington,VA,22202,,369,3112 S HAYES ST,1,,,51013103700,Census Tract 1037,1464085,0,38.8503574,-77.0637772
-77.05910008,38.86425618,-77.05910008,38.86425618,116,M,100,A,"1100 S Hayes St, Arlington, Virginia, 22202",VA,1300,5/6/2008,1270080,0,ST0,5,111,0,N,,,,,A,1,7507,63,82,84,0,2,0,0,8,0,0,0,0,25,0,0,0,0,0,0,1,,59,581,0,,0,,,NNN,,,N,,,1,10,25,,UU,3,20,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,4,2,,,0,1,1,0,0,0,0,,,,1,4,7,2,2,,N,0,0,0,,,1,1100,S,HAYES,ST,,,Arlington,VA,22202,,177,1100 S HAYES ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.05603501,38.85902597,-77.05603501,38.85902597,117,M,100,A,"1500 S Fern St, Arlington, Virginia, 22202",VA,1300,7/27/2009,2080039,0,105,5,111,0,2,,,,,C,1,7504,58,73,74,0,10,1,0,29,1,0,0,5,5,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,12,33,,71,2,12,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,12,0,,,500,1,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1500,S,FERN,ST,,#1206,Arlington,VA,22202,,229,1500 S FERN ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.06660604,38.84764488,-77.06660604,38.84764488,118,M,100,A,"2707 S Arlington Ridge Rd, Arlington, Virginia, 22202",VA,1300,3/27/2006,860051,0,105,5,111,0,1,,,,,B,1,7512,11,12,51,0,7,2,0,17,4,0,0,0,5000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,42,81,50,,99,2,12,18,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,0,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2707,S,ARLINGTON RIDGE,RD,,,Arlington,VA,22202,,286,2707 S ARLINGTON RIDGE RD,1,,,51013103700,Census Tract 1037,1464085,0,38.8503574,-77.0637772
-77.0659285,38.86399,-77.0659285,38.86399,119,M,100,A,"1101 S Arlington Ridge Rd, Arlington, Virginia, 22202",VA,1300,5/1/2013,1210026,0,105,5,111,0,N,,,,,B,1,7510,31,32,51,0,1,1,0,4,2,0,0,0,10000,0,0,0,0,0,1,,,,429,1,,0,,,NNN,,,N,,,41,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,12,0,,,600,7,3,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1101,S,ARLINGTON RIDGE,RD,,,Arlington,VA,22202,,285,1101 S ARLINGTON RIDGE RD,1,,,51013103501,Census Tract 1035.01,361036,0,38.862735,-77.0656784
-77.05169782,38.84257369,-77.05169782,38.84257369,120,M,100,A,"3600 S Glebe Rd, Arlington, Virginia, 22202",VA,1300,6/27/2009,1780090,0,105,5,111,0,2,,,,,B,1,7506,12,22,32,0,12,1,0,27,1,0,0,8000,8000,0,0,0,0,0,0,2,,,429,350,,0,,,NNN,,,N,,,25,64,65,,60,1,10,,2,0,,,,,,,0,1,NNN,N,283,315,411,,,,,,,,,,,,,0,1,2,18,2,,,45000,7,2,0,0,0,0,,70,60,N,,,,,,N,0,0,0,,,1,3600,S,GLEBE,RD,,716,Arlington,VA,22202,,220,3600 S GLEBE RD,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.05086818,38.8426532,-77.05086818,38.8426532,121,M,100,A,"3650 S Glebe Rd, Arlington, Virginia, 22202",VA,1300,11/29/2013,3330052,0,ST0,5,123,0,2,,,,,B,1,7506,11,21,57,0,4,2,0,7,3,0,0,0,0,0,0,0,0,0,0,,,,961,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,U,UU,,3,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,5,U,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,3650,S,GLEBE,RD,,,Arlington,VA,22202,,664,3650 S GLEBE RD,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.05090044,38.84947586,-77.05090044,38.84947586,122,M,100,A,"2600 Crystal Dr, Arlington, Virginia, 22202",VA,1300,3/15/2006,740050,0,105,5,111,0,N,,,,,A,2,7505,10,11,73,0,23,2,0,42,4,0,0,800000,0,0,0,0,0,0,0,,,,981,0,,0,,,NNN,,,N,,,UU,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,7,,0,0,,,0,0,0,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2600,,CRYSTAL,DR,,,Arlington,VA,22202,,179,2600 CRYSTAL DR,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.05411646,38.86255771,-77.05411646,38.86255771,123,M,100,A,"1201 S Eads St, Arlington, Virginia, 22202",VA,1300,2/27/2013,580059,0,105,5,111,0,2,,,,,B,1,7504,11,12,21,0,13,1,0,30,2,0,0,5000,5000,1000000,25000,0,0,0,0,U,,,429,1,,0,,,NNN,,,N,,,23,60,99,,99,2,12,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,19,3,,,10000,19,2,1,0,0,0,,99,,1,1,2,2,3,,N,0,0,0,,,1,1201,S,EADS,ST,,#12FLR,Arlington,VA,22202,,226,1201 S EADS ST,1,,,51013103503,Census Tract 1035.03,200883,0,38.8607388,-77.0534309
-77.05822665,38.85774578,-77.05822665,38.85774578,124,M,100,A,"1750 S Hayes St, Arlington, Virginia, 22202",VA,1300,12/24/2008,3590018,0,105,5,111,0,N,,,,,A,1,7507,10,51,86,0,1,0,0,4,0,0,0,3000,0,0,0,0,0,0,0,,,,888,0,,0,,,NNN,,,N,,,62,13,81,,41,3,20,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,5000,2,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1750,S,HAYES,ST,,,Arlington,VA,22202,,106,1750 S HAYES ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.05387679,38.8614884,-77.05387679,38.8614884,125,M,100,A,"1331 S Eads St, Arlington, Virginia, 22202",VA,1300,9/11/2011,2540017,0,,5,112,0,N,,,,,B,1,7504,10,11,73,0,10,1,0,26,2,0,0,11000,300,0,0,0,0,0,0,2,,,429,10,,0,0,,NNN,,,N,,,2,13,81,,51,3,23,25,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,0,,0,0,,,0,0,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1331,S,EADS,ST,,,Arlington,VA,22202,,293,1331 S EADS ST,1,,,51013103503,Census Tract 1035.03,200883,0,38.8607388,-77.0534309
-77.04955573,38.85302489,-77.04955573,38.85302489,126,M,100,A,"2345 Crystal Dr, Arlington, Virginia, 22202",VA,1300,6/13/2013,1640061,0,105,5,111,0,1,,,,,B,1,7505,11,73,74,0,14,0,0,31,0,0,0,50000,50000,0,0,0,0,0,0,,,,161,0,,0,,,NNN,,,N,,,70,10,0,1,99,2,34,,N,0,,,,,,,0,0,100,N,NNN,0,0,,,,,,,,,,,,10,1,1,2,10,0,,,1,10,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2345,,CRYSTAL,DR,,,Arlington,VA,22202,,161,2345 CRYSTAL DR,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.05317505,38.85791632,-77.05317505,38.85791632,127,M,100,A,"1600 S Eads St, Arlington, Virginia, 22202",VA,1300,8/24/2008,2370024,0,ST0,5,111,0,1,,,,,C,1,7504,10,51,55,0,8,2,0,24,3,0,0,1000,1000,0,0,0,0,0,0,,,,429,1,,0,,,NNN,,,N,,,24,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,8,0,,,100,8,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1600,S,EADS,ST,,#806,Arlington,VA,22202,,184,1600 S EADS ST,1,,,51013103503,Census Tract 1035.03,200883,0,38.8607388,-77.0534309
-77.05131181,38.85324267,-77.05131181,38.85324267,128,M,100,A,"320 23rd St S, Arlington, Virginia, 22202",VA,1300,11/21/2008,3260008,0,105,5,111,0,2,,,,,B,1,7505,11,51,52,0,6,2,0,17,3,0,0,5000,5000,0,0,0,0,0,1,,,,429,1,,0,,,NNN,,,N,,,25,10,33,,71,2,12,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,16,2,,,48,14,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,320,,23RD,ST,S,#1406,Arlington,VA,22202,,222,320 23RD ST S,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.06362509,38.86279278,-77.06362509,38.86279278,129,M,100,A,"1301 S Joyce St, Arlington, Virginia, 22202",VA,1300,6/27/2012,1790060,0,ST0,5,111,0,N,,,,,B,1,7510,10,73,75,0,7,2,0,19,6,0,0,500,300,0,0,0,0,0,0,,,,500,0,,0,,,NNN,,,N,,,55,40,83,,51,2,36,,N,0,,,,,,,0,0,216,N,NNN,0,0,,,,,,,,,,,,10,2,1,2,1,0,,,25,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1301,S,JOYCE,ST,,22D,Arlington,VA,22202,,199,1301 S JOYCE ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.052471,38.86448433,-77.052471,38.86448433,130,M,100,A,"300 Army Navy Dr, Arlington, Virginia, 22202",VA,1300,10/27/2006,3000067,0,105,5,113,0,1,,,,,B,1,7504,11,12,63,0,10,1,0,24,2,0,0,200,100,500,200,0,0,0,0,1,,,449,0,,0,,,NNN,,,N,,,24,81,25,,UU,2,18,53,6,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,2,0,2,1,,,0,1,1,0,0,0,0,,,,1,1,2,2,1,,N,0,0,0,,,1,300,,ARMY NAVY,DR,,,Arlington,VA,22202,,224,300 ARMY NAVY DR,1,,,51013103503,Census Tract 1035.03,200883,0,38.8607388,-77.0534309
-77.052471,38.86448433,-77.052471,38.86448433,131,M,100,A,"300 Army Navy Dr, Arlington, Virginia, 22202",VA,1300,11/3/2012,3080008,0,105,5,111,0,2,,,,,B,1,7503,11,51,86,0,2,0,0,8,0,0,0,0,500,20000000,0,0,0,0,0,1,,,449,1,,0,,,NNN,,,N,,,55,41,99,,99,3,25,,N,0,,,,,,,0,0,100,N,NNN,0,0,,,,,,,,,,,,11,2,1,2,12,0,,,0,1,1,0,0,0,0,,,,1,1,2,2,1,,N,0,0,0,,,1,300,,ARMY NAVY,DR,,,Arlington,VA,22202,,383,300 ARMY NAVY DR,1,,,51013103503,Census Tract 1035.03,200883,0,38.8607388,-77.0534309
-77.05677593,38.86287805,-77.05677593,38.86287805,132,M,100,A,"1199 S Fern St, Arlington, Virginia, 22202",VA,1300,4/14/2011,1040034,0,,5,111,0,1,,,,,C,1,7504,11,73,74,0,10,3,0,18,3,0,0,200,2000,400000,100000,0,0,0,0,U,,,161,0,,0,,,NNN,,,N,,,24,11,64,,12,3,23,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,2,2,1,0,,,800,1,2,1,0,0,0,,64,27,1,U,U,U,,,N,0,0,0,,,1,1199,S,FERN,ST,,,Arlington,VA,22202,,311,1199 S FERN ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.05198589,38.85448713,-77.05198589,38.85448713,133,M,100,A,"2111 Jefferson Davis Hwy, Arlington, Virginia, 22202",VA,1300,11/7/2012,3120024,0,ST0,5,111,0,1,,,,,B,1,0,11,12,21,0,9,1,0,21,2,0,0,1000,200,0,0,0,0,0,0,1,,,429,1,,0,,,NNN,,,N,,,26,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,2,,,400,1,2,0,0,0,0,,UU,UU,1,1,U,2,1,,N,0,0,0,,,6,2111,,JEFFERSON DAVIS HW,,,,Arlington,VA,22202,2111 JEFFERSON DAVIS HW,227,2111 JEFFERSON DAVIS HW,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.06030076,38.85636766,-77.06030076,38.85636766,134,M,100,A,"815 19th St S, Arlington, Virginia, 22202",VA,1300,3/20/2011,790025,0,,5,111,0,2,,,,,C,1,7507,11,12,51,0,10,2,0,29,2,0,0,0,500,0,0,0,0,0,0,,,,419,1,,1,,,NNN,,,N,,,26,12,UU,,UU,2,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,1200,2,2,0,0,0,0,,94,41,N,,,,,,N,0,0,0,,,1,815,,19TH,ST,S,,Arlington,VA,22202,,242,815 19TH ST S,1,,,51013103601,Census Tract 1036.01,745745,0,38.8536813,-77.0594233
-77.05423054,38.8533337,-77.05423054,38.8533337,135,M,100,A,"526 23rd St S, Arlington, Virginia, 22202",VA,1300,11/21/2013,3250019,0,ST0,5,111,0,2,,,,,A,1,7505,11,12,21,0,7,1,0,13,2,0,0,10000,5000,0,0,0,0,0,0,,,,161,0,,0,,,NNN,,,N,,,26,81,94,,71,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,10,1,3,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,526,,23RD,ST,S,,Arlington,VA,22202,,364,526 23RD ST S,1,,,51013103601,Census Tract 1036.01,745745,0,38.8536813,-77.0594233
-77.06108316,38.85019488,-77.06108316,38.85019488,136,M,100,A,"921 26th Pl S, Arlington, Virginia, 22202",VA,1300,9/1/2012,2450064,0,105,5,111,0,2,,,,,C,1,7508,11,12,57,0,12,2,0,28,3,0,0,20000,5000,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,74,0,17,,0,4,62,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,120,1,3,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,921,,26TH,PL,S,,Arlington,VA,22202,,973,921 26TH PL S,1,,,51013103700,Census Tract 1037,1464085,0,38.8503574,-77.0637772
-77.05917959,38.85633309,-77.05917959,38.85633309,137,M,100,A,"734 19th St S, Arlington, Virginia, 22202",VA,1300,7/16/2008,1980066,0,105,5,111,0,2,,,,,B,1,7507,11,12,84,0,10,2,0,29,3,0,0,100,100,230000,40000,0,0,0,0,2,N,,429,2,,0,,,NNN,,,N,,,26,UU,34,,71,3,40,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,1,,,0,-1,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,734,,19TH,ST,S,,Arlington,VA,22202,,302,734 19TH ST S,1,,,51013103601,Census Tract 1036.01,745745,0,38.8536813,-77.0594233
-77.05119543,38.8615898,-77.05119543,38.8615898,138,M,100,A,"1235 S Clark St, Arlington, Virginia, 22202",VA,1300,3/10/2011,690019,0,,5,111,0,N,,,,,B,1,7504,73,75,86,0,13,1,0,35,2,0,0,500,300,0,0,0,0,0,0,,,,599,0,,0,,,NNN,,,N,,,27,13,15,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,20,0,,,0,13,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1235,S,CLARK,ST,,#1302,Arlington,VA,22202,,177,1235 S CLARK ST,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.0719607,38.85395363,-77.0719607,38.85395363,139,M,100,A,"1600 22nd St S, Arlington, Virginia, 22202",VA,1300,8/19/2011,2310068,0,,5,111,0,1,,,,,B,1,7511,11,12,21,0,11,1,0,27,2,0,0,3000,2000,0,0,0,0,0,0,,,,419,1,,1,,,NNN,,,N,,,77,UU,11,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,254,700,724,,,,,,,,,,,,,0,1,2,2,1,,,900,2,4,0,1,0,0,,,,N,,,,,,N,0,0,0,,,1,1600,,22ND,ST,S,,Arlington,VA,22202,,107,1600 22ND ST S,1,,,51013103700,Census Tract 1037,1464085,0,38.8503574,-77.0637772
-77.0644363,38.85208578,-77.0644363,38.85208578,140,M,100,A,"1026 26th St S, Arlington, Virginia, 22202",VA,1300,2/10/2011,410057,0,105,5,111,0,2,,,,,C,1,7511,11,12,73,0,9,2,0,23,2,0,0,40000,10000,0,0,0,0,0,0,,,,419,1,,1,,,NNN,,,N,,,21,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,3,0,,,2500,1,2,0,1,0,0,,,,1,1,U,2,1,,N,0,0,0,,,1,1026,,26TH,ST,S,,Arlington,VA,22202,,269,1026 26TH ST S,1,,,51013103700,Census Tract 1037,1464085,0,38.8503574,-77.0637772
-77.05131181,38.85324267,-77.05131181,38.85324267,141,M,100,A,"320 23rd St S, Arlington, Virginia, 22202",VA,1300,3/19/2012,790046,0,105,5,111,0,1,,,,,A,2,7505,11,51,73,0,9,2,0,30,3,0,0,20000,10000,0,0,0,0,0,0,,,,161,0,,0,,,NNN,,,N,,,24,0,76,,27,2,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,7500,1,4,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,320,,23RD,ST,S,,Arlington,VA,22202,,183,320 23RD ST S,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.05131181,38.85324267,-77.05131181,38.85324267,142,M,100,A,"320 23rd St S, Arlington, Virginia, 22202",VA,1300,6/20/2007,1710069,0,105,5,111,0,2,,,,,B,1,7505,11,12,51,0,8,1,0,19,1,0,0,10000,10000,0,0,0,0,0,0,U,,,161,0,,0,,,NNN,,,N,,,27,61,99,,99,2,11,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,1,0,,,40,1,2,0,0,0,0,,,,N,,,,,,1,1,1,1,,,1,320,,23RD,ST,S,,Arlington,VA,22202,,233,320 23RD ST S,1,,,51013103402,Census Tract 1034.02,1129086,0,38.856846,-77.0497298
-77.06795882,38.85840835,-77.06795882,38.85840835,143,M,100,A,"1807 S Arlington Ridge Rd, Arlington, Virginia, 22202",VA,1300,1/21/2007,210064,0,105,5,111,0,1,,,,,C,1,7510,10,58,73,0,9,2,0,24,3,0,0,5,0,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,40,43,30,,99,2,25,,7,0,,,,,,,3,1,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,400,1,4,1,1,0,0,,34,99,N,,,,,,N,0,0,0,,,1,1807,S,ARLINGTON RIDGE,RD,,,Arlington,VA,22202,,140,1807 S ARLINGTON RIDGE RD,1,,,51013103700,Census Tract 1037,1464085,0,38.8503574,-77.0637772
-77.06350064,38.84855864,-77.06350064,38.84855864,144,M,100,A,"2615 S Joyce St, Arlington, Virginia, 22202",VA,1300,1/23/2011,230011,0,105,5,111,0,1,,,,,B,1,7511,11,12,0,0,10,2,0,26,3,0,0,5000,5,0,0,0,0,0,0,,,,419,1,,0,,,NNN,,,N,,,86,UU,12,,UU,2,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,200,1,4,0,0,0,0,,12,UU,N,,,,,,N,0,0,0,,,1,2615,S,JOYCE,ST,,,Arlington,VA,22202,,373,2615 S JOYCE ST,1,,,51013103700,Census Tract 1037,1464085,0,38.8503574,-77.0637772
-77.06346723,38.86364086,-77.06346723,38.86364086,145,M,100,A,"1201 S Joyce St, Arlington, Virginia, 22202",VA,1300,9/16/2008,2600022,0,105,5,111,0,2,,,,,A,1,7510,11,12,51,0,13,1,0,36,1,0,0,100,2500,0,0,0,0,0,0,,,,141,0,,0,,,NNN,,,N,,,55,UU,UU,,UU,5,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,5,0,,,5000,2,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1201,S,JOYCE,ST,,,Arlington,VA,22202,,322,1201 S JOYCE ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.05910008,38.86425618,-77.05910008,38.86425618,146,M,100,A,"1100 S Hayes St, Arlington, Virginia, 22202",VA,1300,5/18/2006,1380055,0,105,5,111,0,N,,,,,B,1,7507,11,73,75,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,,,500,0,,0,,,NNN,,,N,,,10,12,51,,68,2,12,18,6,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,2,0,,,0,2,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1100,S,HAYES,ST,,,Arlington,VA,22202,,256,1100 S HAYES ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.05603501,38.85902597,-77.05603501,38.85902597,147,M,100,A,"1500 S Fern St, Arlington, Virginia, 22202",VA,1300,8/13/2007,2250057,0,ST0,5,111,0,N,,,,,B,1,7504,12,45,51,0,2,0,0,8,0,0,0,500,700,0,0,0,0,0,0,U,,,459,1,,0,,,NNN,,,N,,,24,12,76,,20,2,53,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,11,0,,,0,11,2,1,0,0,0,,65,UU,1,1,2,2,3,,N,0,0,0,,,1,1500,S,FERN,ST,,,Arlington,VA,22202,,195,1500 S FERN ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.05789018,38.85778727,-77.05789018,38.85778727,148,M,100,A,"1785 S Hayes St, Arlington, Virginia, 22202",VA,1300,12/24/2012,3590045,0,105,5,111,0,2,,,,,B,1,7507,10,11,12,0,11,1,0,30,2,0,0,10000,4000,0,0,0,0,0,0,,,,311,0,,0,,,NNN,,,N,,,26,UU,99,,99,3,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,5,0,,,10500,1,2,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,1785,S,HAYES,ST,,,Arlington,VA,22202,,233,1785 S HAYES ST,1,,,51013103502,Census Tract 1035.02,667786,0,38.8615847,-77.0589682
-77.05296533,38.84934565,-77.05296533,38.84934565,149,M,100,A,"2650 Jefferson Davis Hwy, Arlington, Virginia, 22202",VA,1300,5/29/2006,1490003,0,105,5,111,0,1,,,,,C,1,7505,11,58,73,0,9,2,0,17,3,0,0,150,150,0,0,0,0,0,0,,,,449,1,,0,,,NNN,,,N,,,1,UU,42,,41,U,UU,,N,0,,,,,,,0,0,NNN,N,NNN,0,0,,,,,,,,,,,,,0,1,2,8,1,,,1,3,1,0,0,0,0,,,,N,,,,,,N,0,0,0,,,1,2650,,JEFFERSON DAVIS,HW,,,Arlington,VA,22202,,313,2650 JEFFERSON DAVIS HW,1,,,51013103602,Census Tract 1036.02,168807,0,38.8540794,-77.0537043
